pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class,Category,Filename
48,15,12.3883647,0,277.4902109,2295,47.7542688,13329,277.4902109,0,1127,4634,53,991,1256,116,786,150,463,454,102,148,102,0.043689515,0.063299218,0.043689515,7,8,43,1.159505724,0,0,0,0,4,2,6,0,0,0,0,0.083281014,0.041640507,0.12492152,138,392,222,26,24,118,0,125,87,0,8,Benign,Benign,Benign
41,13,12.90728138,0,293.4706782,2026,49.41463415,12032,293.4706782,0,1086,4424,45,776,1146,102,741,141,407,332,63,102,63,0.031786075,0.051463169,0.031786075,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
42,12,13.35714286,0,306.2752043,2194,52.23809524,12863,306.2752043,0,1146,4596,46,877,1241,105,780,142,437,403,79,119,79,0.036472761,0.054939982,0.036472761,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,125,88,0,8,Benign,Benign,Benign
55,20,12.53141228,0,278.651615,2628,47.42733456,15441,280.2442029,0,1223,5336,61,1201,1496,128,899,156,560,509,107,160,107,0.040309094,0.060181517,0.040309094,12,61,72,1.714285714,0,0,0,0,4,2,6,0.000973995,0,0.006817963,0.000973995,0.07894313,0.037036578,0.116466706,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
40,12,13.54514223,0,308.69064,2088,52.2,12347,308.69064,0,1099,4295,44,898,1181,101,760,140,434,434,80,117,80,0.038295835,0.056007659,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
31,11,13.14697595,0,298.1719176,1579,49.9157957,9434,307.9391504,0,734,3185,33,755,819,83,679,124,258,336,56,83,56,0.035957727,0.053708611,0.035957727,3,4,18,1.5,7,0,8,7,12,9,14,0.188542091,0,0.214183117,0.188542091,0.316747219,0.239824142,0.368029271,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
42,12,12.79813481,0,300.1881957,2180,50.79497203,12884,300.1881957,0,1139,4641,46,868,1205,106,840,143,440,387,70,111,70,0.032696246,0.05178948,0.032696246,5,6,30,1.25,1,0,1,1,5,3,7,0.022767908,0,0.022767908,0.022767908,0.113839539,0.068303723,0.159375354,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
42,12,12.92936057,0,285.6944219,2106,50.14285714,11999,285.6944219,0,1074,4186,46,816,1162,104,748,145,409,392,79,118,79,0.037476281,0.05597723,0.037476281,5,6,30,1.25,2,0,2,2,6,4,8,0.045454545,0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
44,12,12.57524355,0,287.218669,2153,48.93181818,12637,287.218669,0,1128,4693,48,791,1209,108,750,143,427,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,1,0,1,1,5,3,7,0.022222222,0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,395,222,26,27,118,0,125,88,0,8,Benign,Benign,Benign
50,17,11.97075662,0,272.2316141,2362,47.11672474,13652,272.2316141,0,1202,4747,56,1025,1283,125,811,150,533,444,93,141,93,0.038732131,0.058752424,0.038732131,5,6,30,1.25,2,0,2,2,6,4,8,0.053789788,0,0.053789788,0.053789788,0.129261486,0.091525637,0.166997335,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
42,12,13.42857143,0,303.9697977,2193,52.2158839,12766,303.9697977,0,1098,4483,46,943,1236,105,772,147,415,430,89,128,89,0.040819618,0.058514718,0.040819618,7,8,42,1.166666667,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
44,12,12.45190348,0,285.8853132,2153,48.93181818,12578,285.8853132,0,1134,4656,48,791,1193,108,751,143,426,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0,0,0,0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign,Benign,Benign
41,12,12.86619249,0,288.7036149,2068,49.82808697,11982,288.7036149,0,1069,4291,45,803,1147,103,746,143,404,350,73,111,73,0.035939774,0.054531387,0.035939774,4,5,27,1.290930552,0,0,0,0,4,2,6,0.011833334,0,0.011833334,0.011833334,0.107085367,0.059459351,0.154711383,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
43,17,11.67121028,0,270.1556728,2027,47.15497154,11616,270.1556728,0,885,3908,46,1056,992,105,778,138,356,411,91,133,91,0.043793083,0.063906134,0.043793083,11,65,66,1.833333333,2,0,2,2,6,4,8,0.062252072,0,0.062252072,0.062252072,0.149484437,0.105868254,0.184773855,138,392,222,26,24,118,0,123,87,0,8,Benign,Benign,Benign
43,17,10.79632339,0,252.323993,1908,43.66210889,11025,258.2609394,0,841,3818,49,947,908,106,744,139,356,380,83,124,83,0.043051477,0.064073786,0.043051477,5,6,32,1.232236317,6,0,7,6,11,8,13,0.13666091,0,0.156408076,0.13666091,0.235396741,0.176155242,0.274891073,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
40,12,13.50062688,0,308.4074056,2088,52.2,12336,308.4074056,0,1099,4290,44,898,1175,101,760,140,434,434,80,117,80,0.038295835,0.056007659,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
22,8,16.25142549,0,238.5816563,917,41.69892411,5248,238.5816563,0,446,1648,23,329,586,61,374,85,69,168,19,40,19,0.020371531,0.042822135,0.020371531,1,1,6,1,0,0,0,0,4,2,4,0,0,0,0,0.181818182,0.090909091,0.181818182,137,388,220,26,26,114,0,113,88,0,8,Benign,Benign,Benign
39,12,12.60149479,0,281.4572612,1932,49.53846154,10976,281.4572612,0,943,3865,43,774,1027,98,725,137,332,321,66,102,66,0.034357106,0.053097345,0.034357106,4,5,24,1.333333333,1,0,1,1,5,3,7,0.025,0,0.025,0.025,0.125,0.075,0.175,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
42,12,13.42361698,0,303.8622381,2193,52.22419462,12762,303.8622381,0,1098,4482,46,943,1234,105,772,147,415,430,89,128,89,0.040740433,0.058435533,0.040740433,7,8,42,1.166666667,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
42,12,13.35207223,0,302.4407406,2173,50.73678253,12958,302.4407406,0,1142,4646,47,905,1254,106,782,144,440,400,71,112,71,0.03343492,0.052540015,0.03343492,5,6,30,1.25,2,0,2,2,6,4,8,0.055356818,0,0.055356818,0.055356818,0.143565476,0.099461147,0.187669805,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
42,12,13.42857143,0,303.9873712,2193,52.2254664,12767,303.9873712,0,1098,4484,46,943,1236,105,772,147,415,430,89,128,89,0.040728315,0.058423415,0.040728315,7,8,42,1.166666667,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
44,13,13.35337813,0,299.3721142,2257,50.87439558,13301,299.3721142,0,1136,4686,49,993,1284,109,781,152,456,466,90,131,90,0.039753785,0.05802081,0.039753785,8,9,48,1.158208336,0,0,0,0,4,2,6,0.004561911,0,0.004561911,0.004561911,0.094226845,0.049394378,0.140579948,138,394,222,26,26,118,0,124,87,0,8,Benign,Benign,Benign
41,12,12.93558779,0,299.6279412,2047,49.92682927,12284,299.6279412,0,1102,4613,45,774,1159,102,741,137,423,334,66,105,66,0.032901296,0.052342971,0.032901296,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
40,12,13.36017502,0,300.9805251,2001,50.025,12039,300.9805251,0,1122,4337,44,795,1169,101,738,138,452,336,63,99,63,0.032357473,0.050847458,0.032357473,3,4,18,1.5,2,0,2,2,6,4,8,0.047619048,0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
63,21,9.993628255,0,242.1128422,2716,43.02169251,15349,270.574177,0,1259,5358,62,1218,1353,130,926,159,544,485,115,169,115,0.04198727,0.061675121,0.04198727,12,61,72,1.714285714,1,0,8,1,12,3,16,0.020641121,0,0.12393427,0.020641121,0.185770085,0.051559028,0.252788065,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
42,16,11.43584626,0,270.2670396,1976,46.62825508,11461,272.8959759,0,896,3895,46,1011,953,104,772,136,355,406,85,126,85,0.042570807,0.062715299,0.042570807,7,9,43,1.558699905,7,0,8,7,12,9,14,0.152556006,0,0.160065114,0.152556006,0.240058913,0.192552905,0.280055812,138,392,222,26,24,118,0,124,87,0,8,Benign,Benign,Benign
44,17,10.76706514,0,248.0330652,1912,42.68056121,11115,253.7189492,0,863,3820,49,934,931,112,727,139,384,398,86,128,86,0.044435026,0.065912724,0.044435026,5,6,30,1.27439856,2,0,3,2,7,4,9,0.053902061,0,0.074997437,0.053902061,0.159378942,0.096092814,0.201569696,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
40,16,10.83729594,0,252.021959,1737,43.42540812,10081,258.5097015,0,796,3494,44,842,822,99,704,127,299,319,72,109,72,0.041168444,0.06232445,0.041168444,3,4,18,1.5,10,0,11,10,15,12,17,0.201594235,0,0.221554379,0.201594235,0.301394955,0.241514523,0.341315244,138,392,222,26,24,118,0,127,87,0,8,Benign,Benign,Benign
46,12,11.97826087,0,272.5186298,2238,48.65217391,12535,272.5186298,0,1092,4474,50,844,1180,113,760,153,432,385,87,130,87,0.038701068,0.057829181,0.038701068,6,7,36,1.2,0,0,0,0,4,2,6,0,0,0,0,0.086956522,0.043478261,0.130434783,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
60,22,10.85163505,0,241.8341568,2668,44.08971827,14637,260.1016263,0,1117,4921,62,1225,1379,132,905,174,511,502,107,161,107,0.040508778,0.060521941,0.040508778,15,61,90,1.643196637,2,0,6,2,10,4,13,0.036531527,0,0.103873891,0.036531527,0.167547563,0.068368364,0.215302818,138,392,222,26,24,118,0,128,87,0,8,Benign,Benign,Benign
43,13,12.77843725,0,292.704918,2166,50.37209302,12587,299.6978922,0,1081,4424,46,926,1200,106,781,149,424,387,73,111,73,0.0342723,0.052112676,0.0342723,4,5,24,1.333333333,0,0,1,0,5,2,7,0,0,0.023255814,0,0.11627907,0.046511628,0.162790698,138,395,222,26,27,118,0,125,88,0,8,Benign,Benign,Benign
41,13,13.13965376,0,293.8720299,2026,49.41463415,12048,293.8720299,0,1085,4420,45,776,1161,102,741,141,406,332,63,102,63,0.031786075,0.051463169,0.031786075,3,4,18,1.5,0,0,0,0,4,2,6,0.023156677,0,0.023156677,0.023156677,0.118458464,0.07080757,0.166109358,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
29,13,14.50569228,0,259.3298605,1288,43.99508895,7592,259.3298605,0,601,2534,32,570,764,77,508,114,145,219,26,54,26,0.020336868,0.042153126,0.020336868,1,1,7,1,0,0,0,0,4,2,4,0,0,0,0,0.136617307,0.068308654,0.146141827,137,392,221,26,27,115,0,115,88,0,8,Benign,Benign,Benign
44,12,12.6813222,0,287.5754561,2090,48.62756864,12654,294.2865133,0,1174,4613,47,829,1222,107,747,145,489,348,71,109,71,0.034586379,0.052847729,0.034586379,4,5,24,1.333333333,0,0,1,0,5,2,7,0.02206057,0,0.044286466,0.02206057,0.133190051,0.066512363,0.177641844,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
42,12,13.42857143,0,303.9833809,2193,52.22147617,12767,303.9833809,0,1098,4484,46,943,1236,105,772,147,415,430,89,128,89,0.040766334,0.058461434,0.040766334,7,8,42,1.166666667,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
40,12,13.57124394,0,308.7618538,2088,52.2,12350,308.7618538,0,1099,4295,44,898,1183,101,760,140,434,434,80,117,80,0.038295835,0.056007659,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
41,12,13.51311913,0,307.8862054,2148,52.41101783,12623,307.8862054,0,1089,4432,45,930,1226,103,778,143,415,410,87,125,87,0.040355281,0.057981726,0.040355281,6,7,36,1.2,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
41,17,11.05946663,0,263.9482016,1859,45.34146341,10822,270.5719066,0,859,3692,45,941,883,102,740,131,339,367,80,118,80,0.042395337,0.062533121,0.042395337,5,7,30,1.666666667,14,0,15,14,19,16,21,0.254545455,0,0.272727273,0.254545455,0.345454545,0.290909091,0.381818182,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
41,12,13.39182757,0,306.3749598,2149,52.41938516,12561,306.3749598,0,1089,4407,45,929,1208,103,771,143,416,410,87,125,87,0.040362933,0.057986189,0.040362933,6,7,36,1.2,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
42,12,12.8548556,0,296.6483686,2140,50.95238095,12460,303.9080849,0,1078,4386,45,917,1174,104,774,144,430,385,73,110,73,0.034695817,0.052281369,0.034695817,4,5,24,1.333333333,0,0,1,0,5,2,7,0,0,0.023809524,0,0.119047619,0.047619048,0.166666667,138,395,222,26,27,118,0,125,88,0,8,Benign,Benign,Benign
41,12,12.97338966,0,296.8381697,2071,49.47896373,12424,296.8381697,0,1117,4662,45,781,1183,103,741,137,430,335,67,107,67,0.033328107,0.052945381,0.033328107,3,4,18,1.5,0,0,0,0,4,2,6,0.003384065,0,0.003384065,0.003384065,0.09862216,0.051003113,0.146241208,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
40,16,10.76747841,0,254.8538964,1745,43.625,10195,261.4142527,0,804,3547,44,845,828,99,707,127,319,316,73,110,73,0.041336353,0.062287656,0.041336353,3,4,18,1.5,11,0,12,11,16,13,18,0.215686275,0,0.235294118,0.215686275,0.31372549,0.254901961,0.352941176,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
44,12,12.84220082,0,289.1831099,2089,48.58139535,12725,295.9315543,0,1176,4653,47,829,1239,107,747,145,492,345,69,107,69,0.0335388,0.051873098,0.0335388,4,5,24,1.333333333,1,0,2,1,6,3,8,0.032821848,0,0.05480317,0.032821848,0.142728457,0.076784492,0.1866911,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
43,17,11.4727936,0,257.5941842,1884,43.76216901,11088,259.6549814,0,899,3780,47,893,981,104,733,131,372,390,77,118,77,0.040776925,0.062116719,0.040776925,3,4,21,1.550419314,7,0,7,7,11,9,14,0.13512772,0,0.140628008,0.13512772,0.22075284,0.175190136,0.275346175,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
41,12,13.02183283,0,294.8973242,2029,49.48780488,12090,294.8973242,0,1130,4350,45,805,1161,103,736,142,451,337,65,102,65,0.032878098,0.051593323,0.032878098,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
44,14,13.86404284,0,289.8330419,2225,50.05738164,12883,289.8330419,0,1108,4512,49,856,1304,113,784,151,436,407,65,107,65,0.029742985,0.048754503,0.029742985,5,7,34,1.433806262,0,0,0,0,4,2,6,0,0,0,0,0.089983566,0.044991783,0.134975348,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
41,13,13.68005062,0,309.8035961,2117,51.63414634,12701,309.8035961,0,1139,4640,45,827,1240,103,769,139,432,376,69,108,69,0.033189033,0.051948052,0.033189033,5,7,30,1.666666667,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
40,12,13.275,0,300.725,2001,50.025,12029,300.725,0,1123,4335,44,795,1162,101,738,138,452,336,63,99,63,0.032357473,0.050847458,0.032357473,3,4,18,1.5,2,0,2,2,6,4,8,0.047619048,0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
43,13,13.02307096,0,300.9760047,2182,50.74418605,12941,300.9760047,0,1139,4662,47,869,1231,107,842,144,441,388,70,111,70,0.032634033,0.051748252,0.032634033,5,6,30,1.25,1,0,1,1,5,3,7,0.022727273,0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
41,12,13.12893218,0,298.5784711,2074,50.58536585,12241,298.5784711,0,1136,4391,45,809,1178,103,746,141,457,350,72,109,72,0.035485461,0.053721045,0.035485461,4,5,24,1.333333333,1,0,1,1,5,3,7,0.023809524,0,0.023809524,0.023809524,0.119047619,0.071428571,0.166666667,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
40,16,10.86021966,0,256.0467663,1745,43.625,10242,262.637709,0,812,3560,44,854,831,99,707,127,324,327,73,110,73,0.041336353,0.062287656,0.041336353,3,4,18,1.5,11,0,12,11,16,13,18,0.215686275,0,0.235294118,0.215686275,0.31372549,0.254901961,0.352941176,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
41,12,12.92007482,0,290.7422175,2031,49.53658537,11920,290.7422175,0,1127,4162,45,814,1147,107,733,144,456,354,65,102,65,0.032844871,0.051541182,0.032844871,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,122,88,0,8,Benign,Benign,Benign
43,12,12.28510425,0,270.2113755,2027,46.4844371,11787,295.604696,0,1034,4166,43,837,1154,100,740,138,425,339,65,100,65,0.032817894,0.050930868,0.032817894,3,4,18,1.5,0,0,3,0,7,2,9,0,0,0.085744788,0,0.177469295,0.045862253,0.223331548,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
39,12,13.27392751,0,298.3762389,1992,51.07692308,11636,298.3762389,0,1043,4063,43,834,1112,99,723,137,363,350,60,96,60,0.030425963,0.048681542,0.030425963,4,5,24,1.333333333,4,0,4,4,8,6,9,0.106950076,0,0.106950076,0.106950076,0.19854494,0.152747507,0.221443655,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
49,15,12.03945335,0,265.4101697,2262,46.17287014,13008,265.4101697,0,1084,4708,55,923,1242,118,772,152,442,387,85,132,85,0.037497533,0.057936485,0.037497533,5,6,35,1.209735484,0,0,0,0,4,2,6,0,0,0,0,0.08161058,0.04080529,0.122415871,138,393,222,26,25,118,0,125,87,0,8,Benign,Benign,Benign
40,16,11.1354374,0,258.1376244,1749,43.725,10326,264.7821788,0,831,3555,44,873,848,99,710,127,332,366,74,111,74,0.041784303,0.062676454,0.041784303,3,4,18,1.5,11,0,12,11,16,13,18,0.215686275,0,0.235294118,0.215686275,0.31372549,0.254901961,0.352941176,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
39,12,12.53037987,0,281.0534863,1932,49.53846154,10961,281.0534863,0,942,3860,43,774,1020,98,725,137,332,321,66,102,66,0.034357106,0.053097345,0.034357106,4,5,24,1.333333333,1,0,1,1,5,3,7,0.025,0,0.025,0.025,0.125,0.075,0.175,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
43,14,13.1627907,0,289.8043986,2124,49.39534884,12461,289.8043986,0,1070,4376,48,899,1204,110,743,148,429,394,60,100,60,0.028499422,0.047499037,0.028499422,5,6,30,1.25,0,0,0,0,4,2,5,0,0,0,0,0.093023256,0.046511628,0.11627907,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
32,13,12.64878694,0,270.755545,1493,46.68364413,8908,288.3193211,0,675,3144,35,725,774,82,657,125,202,265,46,76,46,0.031132522,0.050823424,0.031132522,2,3,17,1.550377223,0,0,1,0,5,2,7,0.015908597,0,0.048461327,0.015908597,0.16806652,0.075711193,0.227869116,138,395,222,26,27,118,0,122,88,0,8,Benign,Benign,Benign
42,12,13.29170887,0,300.6728736,2196,51.71088318,12769,300.6728736,0,1092,4472,46,948,1235,106,772,146,418,432,89,129,89,0.040691444,0.058612881,0.040691444,6,7,40,1.174007954,1,0,1,1,5,3,7,0.023004949,0,0.023004949,0.023004949,0.115024745,0.069014847,0.162832509,138,394,222,26,26,118,0,123,87,0,8,Benign,Benign,Benign
41,12,12.68231084,0,290.4103222,2067,50.41463415,11906,290.4103222,0,1051,4276,45,803,1108,103,748,142,408,360,75,113,75,0.036319613,0.05472155,0.036319613,4,5,24,1.333333333,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
39,13,15.0382611,0,278.6669607,1824,45.83855432,11093,291.9444532,0,964,3698,42,773,1233,96,628,131,325,321,45,81,45,0.024782876,0.044371172,0.024782876,4,5,29,1.257834334,2,0,3,2,7,4,8,0.047842886,0,0.090985171,0.047842886,0.186670942,0.095685771,0.210592385,137,395,222,26,27,118,0,120,88,0,8,Benign,Benign,Benign
41,12,12.85526595,0,294.234258,2029,49.48780488,12063,294.234258,0,1129,4339,45,805,1145,103,735,142,451,337,65,102,65,0.032878098,0.051593323,0.032878098,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,122,88,0,8,Benign,Benign,Benign
39,14,13.40792881,0,279.3927994,1856,47.61705201,10897,286.6603738,0,924,3862,43,799,1082,96,712,136,321,291,53,90,53,0.028329661,0.048017173,0.028329661,4,5,24,1.333333333,0,0,0,0,4,2,7,0,0,0.025253093,0,0.127817195,0.051282051,0.179487179,138,395,222,26,27,118,0,122,88,0,8,Benign,Benign,Benign
26,11,14.65557783,0,225.7536463,1102,40.89707502,6072,225.7536463,0,467,1878,27,422,665,72,414,103,94,185,23,50,23,0.020752918,0.045253696,0.020752918,1,1,6,1,0,0,0,0,4,2,4,0,0,0,0,0.149529008,0.074764504,0.149529008,137,388,220,26,26,114,0,113,88,0,8,Benign,Benign,Benign
40,12,13.18172796,0,303.8802758,2088,52.21009193,12155,303.8802758,0,1065,4243,44,897,1146,101,757,140,409,398,80,117,80,0.038288445,0.055996852,0.038288445,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
42,12,13.04130615,0,290.2305141,2114,49.34274745,12433,290.2305141,0,1149,4437,46,822,1220,106,747,148,454,350,71,110,71,0.034530468,0.053314363,0.034530468,4,5,24,1.333333333,0,0,0,0,4,2,6,0,0,0,0,0.093369573,0.046684787,0.14005436,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
40,16,10.44539204,0,247.0980615,1745,42.60350484,10127,259.6763216,0,797,3517,44,844,813,99,707,127,314,318,72,109,72,0.041333618,0.062289994,0.041333618,3,4,18,1.5,9,0,11,9,15,11,17,0.180445328,0,0.22,0.180445328,0.3,0.220445328,0.34,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
44,12,12.51958153,0,282.788456,2133,48.47727273,12442,282.788456,0,1155,4433,48,828,1192,109,745,151,460,350,73,113,73,0.03494495,0.054092867,0.03494495,4,5,24,1.333333333,0,0,0,0,4,2,6,0,0,0,0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
40,12,12.83376089,0,292.5993587,1985,49.625,11703,292.5993587,0,1107,4135,44,803,1096,101,729,141,435,333,64,100,64,0.033126294,0.051759834,0.033126294,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
41,16,11.09756098,0,258.3049095,1821,44.41463415,10591,264.7875322,0,851,3630,45,888,877,101,722,131,345,384,84,122,84,0.045331894,0.06583918,0.045331894,4,5,24,1.333333333,10,0,11,10,15,12,17,0.196078431,0,0.215686275,0.196078431,0.294117647,0.235294118,0.333333333,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
51,18,12.04678745,0,299.4474018,2676,52.41071818,15289,299.5892248,0,1114,5108,55,1514,1270,122,1027,164,522,575,140,190,140,0.050730286,0.068762247,0.050730286,20,87,125,1.749724241,0,0,0,0,4,2,6,0.000126578,0,0.00063289,0.000126578,0.078964986,0.039292626,0.11838419,138,392,222,26,24,118,0,124,87,0,8,Benign,Benign,Benign
40,12,12.7201665,0,292.2645005,1985,49.625,11690,292.2645005,0,1107,4131,44,803,1090,101,729,141,435,333,64,100,64,0.033126294,0.051759834,0.033126294,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
41,12,13.54049468,0,304.8496539,2149,52.42413087,12498,304.8496539,0,1092,4343,45,912,1212,103,769,143,426,420,88,126,88,0.040928662,0.0585318,0.040928662,6,7,36,1.2,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign,Benign
53,17,11.44910321,0,257.8055129,2421,45.68961879,13663,257.8055129,0,1126,4707,60,1031,1252,126,800,158,478,476,109,160,109,0.044246907,0.064829129,0.044246907,9,10,54,1.155026466,0,0,0,0,4,2,6,0.006793867,0,0.006793867,0.006793867,0.08175282,0.044273344,0.119232297,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign,Benign
41,12,12.53514579,0,282.0329451,2032,49.56097561,11563,282.0329451,0,1030,4074,45,780,1100,102,737,142,381,337,68,106,68,0.033613445,0.05239743,0.033613445,4,5,24,1.333333333,2,0,2,2,6,4,8,0.046511628,0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign,Benign
